N_BFS;N_CNC;Situacao_CNC;Data_Sincronizacao;Data_Fiscalizacao;Data_Execução;Fiscal;Regional;Area;Setor;Turno;Servico;Responsividade;Endereco;Coordenada;Fiscal_Contratada
11993;12414;Regularizado;06/11/2025 09:16:55;06/11/2025 09:16:49;06/11/2025 09:30:41;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;22;Manhã;Varrição manual de vias e logradouros públicos;6;Av. Tucuruvi, 563 - Tucuruvi, São Paulo - SP, 02305-001, Brasil;-23.480407366761476,-46.60646487402884;Leandro Correa
11996;12415;Regularizado;06/11/2025 09:20:31;06/11/2025 09:20:26;06/11/2025 09:40:01;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;22;Manhã;Varrição manual de vias e logradouros públicos;6;Av. Mazzei, 156 - Vila Mazzei, São Paulo - SP, 02310-000, Brasil;-23.478655,-46.6070467;Leandro Correa
12007;12424;Regularizado;06/11/2025 09:26:15;06/11/2025 09:26:11;06/11/2025 11:19:26;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Rua Curupité, 135 - Vila Mazzei, São Paulo - SP, 02308-140, Brasil;-23.477109717495395,-46.607298804793025;Maiarde de Freitas Nogueira
12082;12468;Regularizado;06/11/2025 09:57:46;06/11/2025 09:57:41;06/11/2025 10:20:48;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;97;Manhã;Equipe de Mutirão de Zeladoria de Vias e Logradouros Públicos;12;Av. Daniel Malettini, 378 - Vila Aurora (Zona Norte), São Paulo - SP, 02411-000, Brasil;-23.47628917652796,-46.622734265057446;Maiarde de Freitas Nogueira
12149;12512;Regularizado;06/11/2025 10:33:05;06/11/2025 10:33:00;06/11/2025 11:32:57;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. João de Laet, 909 - Vila Aurora (Zona Norte), São Paulo - SP, 02410-010, Brasil;-23.475031916941113,-46.62233195619089;Maiarde de Freitas Nogueira
12190;12540;Regularizado;06/11/2025 10:58:17;06/11/2025 10:58:02;06/11/2025 11:42:28;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;11;Manhã;Varrição manual de vias e logradouros públicos;6;R. Ezequiel Freire, 604 - Santana, São Paulo - SP, 02034-002, Brasil;-23.50080105034462,-46.623494853116405;Huque Souza Santos
12389;12676;Regularizado;07/11/2025 08:39:23;07/11/2025 08:39:14;07/11/2025 12:18:23;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Manhã;Varrição manual de vias e logradouros públicos;6;Av. Nova Cantareira, 1502 - Água Fria, São Paulo - SP, 02330-001, Brasil;-23.482217889612343,-46.613066090000004;Matheus Norberto Portela
12392;12679;Regularizado;07/11/2025 08:39:45;07/11/2025 08:39:32;07/11/2025 12:09:43;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Tarde;Varrição manual de vias e logradouros públicos;6;R. Outeiro da Cruz, 109 - Jardim São Paulo, São Paulo - SP, 02041-040, Brasil;-23.489132153075612,-46.61835425940056;Matheus Norberto Portela
12396;12680;Regularizado;07/11/2025 08:39:57;07/11/2025 08:39:49;07/11/2025 09:42:53;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Tarde;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Outeiro da Cruz, 109 - Jardim São Paulo, São Paulo - SP, 02041-040, Brasil;-23.489135642338095,-46.61837777277015;Maiarde de Freitas Nogueira
12437;12706;Regularizado;07/11/2025 09:17:38;07/11/2025 09:17:33;07/11/2025 11:32:41;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;100;Manhã;Equipe de Mutirão de Zeladoria de Vias e Logradouros Públicos;12;Av. Mal. Eurico Gaspar Dutra, 1685 - Parada Inglesa, São Paulo - SP, 02339-010, Brasil;-23.4849917,-46.6096767;Maiarde de Freitas Nogueira
12449;12714;Regularizado;07/11/2025 09:27:05;07/11/2025 09:26:59;07/11/2025 09:34:40;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;99;Manhã;Equipe de Mutirão de Zeladoria de Vias e Logradouros Públicos;12;Rua Gracianópolis, 50 - Água Fria, São Paulo - SP, 02335-050, Brasil;-23.481667525309472,-46.61873882978364;Maiarde de Freitas Nogueira
12458;12720;Respondido;07/11/2025 09:34:49;07/11/2025 09:34:42;07/11/2025 11:00:50;SELIMP - Sergio Watanabe;Casa Verde/Cachoeirinha;Casa Verde/Cachoeirinha;;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Av. Parada Pinto, 539a - Vila Nova Cachoeirinha, São Paulo - SP, 02611-002, Brasil;-23.469525767372424,-46.664825502558855;Wilson Da Silva Domingos
12472;12727;Respondido;07/11/2025 09:41:29;07/11/2025 09:41:19;07/11/2025 16:28:50;SELIMP - Sergio Watanabe;Casa Verde/Cachoeirinha;Casa Verde/Cachoeirinha;;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Francisco Rodrigues Lobo, 7 - Vila Dionisia, São Paulo - SP, 02671-010, Brasil;-23.468010793506995,-46.66713192672519;William Matos Jorge
12474;12729;Respondido;07/11/2025 09:44:14;07/11/2025 09:44:07;07/11/2025 11:36:34;SELIMP - Sergio Watanabe;Casa Verde/Cachoeirinha;Casa Verde/Cachoeirinha;;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Gomes Leal, 7 - Vila Dionisia, São Paulo - SP, 02671-090, Brasil;-23.46815440020774,-46.667437835510995;Wilson Da Silva Domingos
12481;12734;Regularizado;07/11/2025 09:47:33;07/11/2025 09:47:28;07/11/2025 11:47:53;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;43;Manhã;Varrição manual de vias e logradouros públicos;6;Rua Inácio Mammana, 444 - Vila Vitorio Mazzei, São Paulo - SP, 02409-060, Brasil;-23.47575145979701,-46.626286933442124;Maiarde de Freitas Nogueira
12482;12735;Respondido;07/11/2025 09:47:56;07/11/2025 09:47:51;07/11/2025 11:14:42;SELIMP - Sergio Watanabe;Casa Verde/Cachoeirinha;Casa Verde/Cachoeirinha;;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Av. Jerônimo de Andrade, 23 - Jardim Cecy, São Paulo - SP, 02861-180, Brasil;-23.468181314634908,-46.6692449351009;Wilson Da Silva Domingos
12490;12740;Respondido;07/11/2025 09:54:32;07/11/2025 09:54:15;07/11/2025 12:03:24;SELIMP - Sergio Watanabe;Casa Verde/Cachoeirinha;Casa Verde/Cachoeirinha;;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Rua Diamantino Matheus, 620 - Vila Francos, São Paulo - SP, 02880-030, Brasil;-23.465619557517112,-46.67421697478499;Wilson Da Silva Domingos
12495;12743;Regularizado;07/11/2025 10:03:21;07/11/2025 10:03:15;07/11/2025 12:44:52;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;45;Manhã;Varrição manual de vias e logradouros públicos;6;R. Francisco Ataíde, 245 - Jardim Paraíso, São Paulo - SP, 02418-020, Brasil;-23.472533582456208,-46.62946045151757;Leandro Correa
12576;12796;Regularizado;07/11/2025 10:54:40;07/11/2025 10:54:34;07/11/2025 19:48:56;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Cel. Evaristo de Campos, 48 - Santa Teresinha, São Paulo - SP, 02450-020, Brasil;-23.498872902459002,-46.63845077503204;Adriano Terto dos Santos
12660;12839;Respondido;07/11/2025 13:30:36;07/11/2025 13:30:31;07/11/2025 16:29:46;SELIMP - Luis Henrique Hayato Pedroso;Jaçanã/Tremembé;Jaçanã/Tremembé;;Selecione;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Cel. Esdras de Oliveira, 209 - Parque Casa de Pedra, São Paulo - SP, 02351-030, Brasil;-23.4549867,-46.6008243;Graciano Alves de Almeida Neto
12661;12840;Respondido;07/11/2025 13:30:44;07/11/2025 13:30:40;08/11/2025 08:18:58;SELIMP - Luis Henrique Hayato Pedroso;Jaçanã/Tremembé;Jaçanã/Tremembé;;Selecione;Fornecimento, instalação e reposição de papeleiras e outros equipamentos de recepção de resíduos;48;Rua Sônia Margy, 213a - Parque Casa de Pedra, São Paulo - SP, 02351-000, Brasil;-23.4554622,-46.6005776;Ademir Strapaicci
12814;12973;Regularizado;09/11/2025 16:35:56;09/11/2025 16:35:37;09/11/2025 17:28:38;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Tarde;Varrição manual de vias e logradouros públicos;3;Av. Nova Cantareira, 1522 - Tucuruvi, São Paulo - SP, 02330-002, Brasil;-23.4821187965313,-46.612849601513986;João Marques da Silva
12815;12975;Autuado;09/11/2025 22:17:56;09/11/2025 22:17:39;;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Varrição manual de vias e logradouros públicos;3;R. Casa Forte, 46 - Água Fria, São Paulo - SP, 02336-040, Brasil;-23.483359890721783,-46.61446503226548;
12815;12976;Autuado;10/11/2025 02:00:02;09/11/2025 22:17:39;;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Varrição manual de vias e logradouros públicos;3;R. Casa Forte, 46 - Água Fria, São Paulo - SP, 02336-040, Brasil;-23.483359890721783,-46.61446503226548;
12815;12977;Regularizado;10/11/2025 06:00:02;09/11/2025 22:17:39;10/11/2025 08:07:00;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Varrição manual de vias e logradouros públicos;3;R. Casa Forte, 46 - Água Fria, São Paulo - SP, 02336-040, Brasil;-23.483359890721783,-46.61446503226548;Maiarde de Freitas Nogueira
12888;13029;Regularizado;10/11/2025 09:01:48;10/11/2025 09:01:42;10/11/2025 10:55:02;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;22;Manhã;Varrição manual de vias e logradouros públicos;6;Av. Tucuruvi, 563 - Tucuruvi, São Paulo - SP, 02305-001, Brasil;-23.480420726913465,-46.606433740432095;Leandro Correa
12909;13046;Regularizado;10/11/2025 09:13:35;10/11/2025 09:13:27;10/11/2025 09:17:09;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;12;Manhã;Varrição manual de vias e logradouros públicos;6;R. Ausônia, 49 - Vila Mazzei, São Paulo - SP, 02308-050, Brasil;-23.479334832156795,-46.603325528577365;Leandro Correa
12924;13057;Regularizado;10/11/2025 09:21:51;10/11/2025 09:21:44;10/11/2025 10:09:23;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Av. Maestro Villa-Lobos, 899 - Vila Gustavo, São Paulo - SP, 02266-001, Brasil;-23.475664448917385,-46.595540721266076;Maiarde de Freitas Nogueira
12932;13063;Regularizado;10/11/2025 09:25:44;10/11/2025 09:25:37;10/11/2025 10:19:53;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Praça Maestro Ivan Zemantauskas Haensel - Av. Maestro Villa-Lobos, 965 - Vila Gustavo, São Paulo - SP, 02266-001, Brasil;-23.47517977392499,-46.595478549873306;Maiarde de Freitas Nogueira
12950;13075;Regularizado;10/11/2025 09:33:25;10/11/2025 09:33:19;10/11/2025 09:54:45;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;19;Manhã;Varrição manual de vias e logradouros públicos;6;R. Cometa, 136 - Vila Nivi, São Paulo - SP, 02255-090, Brasil;-23.47557951875431,-46.59183371032658;Leandro Correa
12978;13096;Regularizado;10/11/2025 09:45:09;10/11/2025 09:45:04;10/11/2025 09:46:54;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;16;Manhã;Varrição manual de vias e logradouros públicos;6;R. Camatei, 485 - Vila Nivi, São Paulo - SP, 02254-020, Brasil;-23.48168234180733,-46.5918820684069;Leandro Correa
12989;13104;Regularizado;10/11/2025 09:50:54;10/11/2025 09:50:48;10/11/2025 10:47:02;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Capricho, 320 - Vila Nivi, São Paulo - SP, 02254-000, Brasil;-23.48304747272554,-46.59339015688402;Maiarde de Freitas Nogueira
13043;13137;Regularizado;10/11/2025 10:10:19;10/11/2025 10:10:03;10/11/2025 10:59:09;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Elvira de Bortole, 112 - Vila Dom Pedro II, São Paulo - SP, 02246-000, Brasil;-23.491098577967374,-46.601162101904016;Maiarde de Freitas Nogueira
13149;13212;Regularizado;10/11/2025 10:35:13;10/11/2025 10:35:06;10/11/2025 11:29:29;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;04;Manhã;Varrição manual de vias e logradouros públicos;6;Rua Dr. Olavo Egídio, 386 - Santana, São Paulo - SP, 02037-000, Brasil;-23.499914927929265,-46.62198524884575;Leandro Correa
13203;13246;Regularizado;10/11/2025 10:52:52;10/11/2025 10:52:45;10/11/2025 12:41:41;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;11;Manhã;Varrição manual de vias e logradouros públicos;6;Av. Cruzeiro do Sul, 3100 - Santana, São Paulo - SP, 02030-200, Brasil;-23.50336406278497,-46.62455045727067;Leandro Correa
13611;13536;Regularizado;11/11/2025 09:39:00;11/11/2025 09:38:52;11/11/2025 13:27:35;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;77;Manhã;Varrição mecanizada de vias e logradouros públicos;6;Parque Domingos Luís, 209 - Jardim São Paulo, São Paulo - SP, 02043-081, Brasil;-23.491899175626344,-46.616267595672895;Huque Souza Santos
13640;13555;Regularizado;11/11/2025 09:49:20;11/11/2025 09:49:13;11/11/2025 11:13:41;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;76;Manhã;Varrição manual de vias e logradouros públicos;6;R. Conceição da Barra, 291 - Santana, São Paulo - SP, 02039-030, Brasil;-23.4918335,-46.621754;Huque Souza Santos
13684;13579;Regularizado;11/11/2025 10:14:30;11/11/2025 10:14:23;11/11/2025 12:56:09;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;4;Manhã;Varrição manual de vias e logradouros públicos;6;R. Dr. Gabriel Piza, 404 - Santana, São Paulo - SP, 02036-011, Brasil;-23.502114573897227,-46.62223176312822;Leandro Correa
13725;13609;Regularizado;11/11/2025 10:40:44;11/11/2025 10:40:38;11/11/2025 13:05:40;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;10;Manhã;Varrição manual de vias e logradouros públicos;6;R. Darzan, 356 - Santana, São Paulo - SP, 02034-030, Brasil;-23.504284217440063,-46.62284454525624;Leandro Correa
13735;13617;Regularizado;11/11/2025 10:44:47;11/11/2025 10:44:41;11/11/2025 11:59:06;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Av. Gen. Ataliba Leonel, 615 - Santana, São Paulo - SP, 02033-000, Brasil;-23.50466150103552,-46.621370200139566;Maiarde de Freitas Nogueira
13744;13623;Regularizado;11/11/2025 11:00:09;11/11/2025 10:59:55;11/11/2025 13:16:48;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;8;Manhã;Varrição manual de vias e logradouros públicos;6;Av. Cruzeiro do Sul, 1877 - Santana, São Paulo - SP, 02031-000, Brasil;-23.51422205399881,-46.62521899855918;Leandro Correa
13759;13629;Regularizado;11/11/2025 11:20:50;11/11/2025 11:20:45;11/11/2025 13:26:38;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;3;Manhã;Varrição manual de vias e logradouros públicos;6;Corredor Norte-Sul, 1318 - Santana, São Paulo - SP, 02012-010, Brasil;-23.5169333,-46.6300833;Leandro Correa
13990;13778;Regularizado;11/11/2025 15:48:00;11/11/2025 15:47:56;11/11/2025 16:46:49;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;7;Tarde;Varrição de pós feiras livres e Lavagem e desinfecção de vias e logradouros públicos pós feiras livres;6;R. Aureliano Leal, 385 - Água Fria, São Paulo - SP, 02334-091, Brasil;-23.48384976542788,-46.62160576763912;Adriano Terto dos Santos
14013;13786;Regularizado;11/11/2025 16:49:11;11/11/2025 16:49:06;11/11/2025 19:25:44;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;8;Tarde;Varrição de pós feiras livres e Lavagem e desinfecção de vias e logradouros públicos pós feiras livres;6;Av. Maestro Villa-Lobos, 917 - Vila Gustavo, São Paulo - SP, 02266-001, Brasil;-23.4755422596588,-46.5955007867563;Adriano Terto dos Santos
14023;13794;Regularizado;11/11/2025 18:39:49;11/11/2025 18:39:44;11/11/2025 19:40:40;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Ronaldo de Carvalho, 423 - Jardim São Paulo, São Paulo - SP, 02043-000, Brasil;-23.490168814159194,-46.61388583863928;Adriano Terto dos Santos
14024;13795;Regularizado;11/11/2025 18:39:59;11/11/2025 18:39:54;11/11/2025 19:39:16;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Ronaldo de Carvalho, 419 - Jardim São Paulo, São Paulo - SP, 02043-000, Brasil;-23.489984809943163,-46.613552918776755;Adriano Terto dos Santos
14025;13796;Regularizado;11/11/2025 18:40:10;11/11/2025 18:40:04;11/11/2025 19:30:27;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Varrição manual de vias e logradouros públicos;6;Av. Mal. Eurico Gaspar Dutra, 1268 - Santana, São Paulo - SP, 02239-010, Brasil;-23.48968391,-46.61166262;Adriano Terto dos Santos
14026;13797;Regularizado;11/11/2025 18:40:22;11/11/2025 18:40:16;11/11/2025 19:26:51;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Varrição manual de vias e logradouros públicos;6;Av. Mal. Eurico Gaspar Dutra, 1298 - Jardim São Paulo, São Paulo - SP, 22390-010, Brasil;-23.489266358227212,-46.611137819571276;Adriano Terto dos Santos
14027;13798;Regularizado;11/11/2025 18:40:33;11/11/2025 18:40:27;11/11/2025 19:50:25;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Pedro Cacunda, 494 - Jardim São Paulo, São Paulo - SP, 02046-090, Brasil;-23.489324131398725,-46.61100896004355;Adriano Terto dos Santos
14028;13799;Regularizado;11/11/2025 18:40:48;11/11/2025 18:40:40;11/11/2025 20:00:22;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Tarde;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Pedro Cacunda, 139 - Jardim São Paulo, São Paulo - SP, 02046-090, Brasil;-23.492388450757122,-46.61195423471752;Adriano Terto dos Santos
14029;13800;Regularizado;11/11/2025 18:40:57;11/11/2025 18:40:51;11/11/2025 20:47:23;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Tarde;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Parque Domingos Luís, 457 - Jardim São Paulo, São Paulo - SP, 02043-081, Brasil;-23.493288321285526,-46.61496355921444;Adriano Terto dos Santos
14030;13801;Regularizado;11/11/2025 19:17:40;11/11/2025 19:17:34;11/11/2025 21:41:47;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Av. Nova Cantareira, 1236 - Água Fria, São Paulo - SP, 02331-000, Brasil;-23.48409131,-46.61456007;Adriano Terto dos Santos
14031;13802;Regularizado;11/11/2025 19:17:50;11/11/2025 19:17:45;11/11/2025 20:18:46;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Varrição manual de vias e logradouros públicos;6;Rua Imperatriz, 101 - Vila Pauliceia, São Paulo - SP, 02302-120, Brasil;-23.4853357,-46.6147835;Adriano Terto dos Santos
14032;13803;Regularizado;11/11/2025 19:18:00;11/11/2025 19:17:55;11/11/2025 20:24:56;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Rua Imperatriz, 11 - Vila Pauliceia, São Paulo - SP, 02302-120, Brasil;-23.485974054354458,-46.615505566556806;Adriano Terto dos Santos
14033;13804;Regularizado;11/11/2025 19:18:10;11/11/2025 19:18:04;11/11/2025 20:34:46;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Varrição manual de vias e logradouros públicos;6;Av. Águas de São Pedro, 280 - Vila Pauliceia, São Paulo - SP, 02302-070, Brasil;-23.4871412,-46.614216;Adriano Terto dos Santos
14170;13909;Regularizado;12/11/2025 09:28:25;12/11/2025 09:27:48;12/11/2025 10:23:37;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;6;Manhã;Equipe de Mutirão de Zeladoria de Vias e Logradouros Públicos;12;R. Barra Mansa, 345 - Tucuruvi, São Paulo - SP, 02337-040, Brasil;-23.477595237051492,-46.61178435167497;Maiarde de Freitas Nogueira
14185;13924;Regularizado;12/11/2025 09:38:24;12/11/2025 09:37:44;12/11/2025 10:10:08;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;6;Manhã;Equipe de Mutirão de Zeladoria de Vias e Logradouros Públicos;12;R. Vaz Muniz, 826 - Jardim Franca, São Paulo - SP, 02337-000, Brasil;-23.479530611038534,-46.61341147336307;Maiarde de Freitas Nogueira
14210;13936;Regularizado;12/11/2025 09:49:31;12/11/2025 09:49:24;12/11/2025 10:49:55;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Clementino, 15 - Jardim Paraíso, São Paulo - SP, 02416-040, Brasil;-23.481279086452307,-46.62917147548021;Maiarde de Freitas Nogueira
14234;13955;Regularizado;12/11/2025 10:01:57;12/11/2025 10:01:42;12/11/2025 12:33:14;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;68;Manhã;Varrição manual de vias e logradouros públicos;6;R. Pelegrino, 24 - Jardim do Colegio (Zona Norte), São Paulo - SP, 02431-140, Brasil;-23.489947757848345,-46.63539853816958;Leandro Correa
14278;13980;Regularizado;12/11/2025 10:18:59;12/11/2025 10:18:40;12/11/2025 11:04:41;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;70;Manhã;Varrição manual de vias e logradouros públicos;6;R. Ten. Rocha, 418 - Vila Bianca, São Paulo - SP, 02022-110, Brasil;-23.506427036479902,-46.639788913933884;Leandro Correa
14315;13999;Regularizado;12/11/2025 10:30:45;12/11/2025 10:30:31;12/11/2025 12:15:39;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;1;Manhã;Varrição mecanizada de vias e logradouros públicos;6;R. Dr. César, 638 - Santana, São Paulo - SP, 02013-002, Brasil;-23.50306408034929,-46.63247727558555;Leandro Correa
14634;14224;Regularizado;13/11/2025 09:01:36;13/11/2025 09:01:31;13/11/2025 09:51:19;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;33;Manhã;Varrição manual de vias e logradouros públicos;6;Av. Mal. Eurico Gaspar Dutra, 1850 - Parada Inglesa, São Paulo - SP, 02239-010, Brasil;-23.484834,-46.6095046;Leandro Correa
14652;14238;Regularizado;13/11/2025 09:08:24;13/11/2025 09:08:18;13/11/2025 12:48:52;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. do Tramway, 410 - Tucuruvi, São Paulo - SP, 02303-080, Brasil;-23.48484506183501,-46.61033095649526;João Marques da Silva
14670;14252;Regularizado;13/11/2025 09:14:53;13/11/2025 09:14:46;13/11/2025 09:47:49;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;32;Manhã;Varrição manual de vias e logradouros públicos;6;R. do Tramway, 912 - Tucuruvi, São Paulo - SP, 02303-080, Brasil;-23.481725054726944,-46.60779326301481;Leandro Correa
14691;14267;Regularizado;13/11/2025 09:32:16;13/11/2025 09:32:09;13/11/2025 09:40:39;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;23;Manhã;Varrição manual de vias e logradouros públicos;6;Av. Água Fria, 1247 - Tucuruvi, São Paulo - SP, 02333-001, Brasil;-23.477940986562313,-46.62095211361069;Leandro Correa
14716;14286;Regularizado;13/11/2025 09:52:23;13/11/2025 09:52:17;13/11/2025 10:57:29;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;10;Manhã;Varrição manual de vias e logradouros públicos;6;R. Alfredo Guedes, 182 - Santana, São Paulo - SP, 02034-010, Brasil;-23.506295080375068,-46.624501144744386;Leandro Correa
14842;14368;Regularizado;13/11/2025 11:11:58;13/11/2025 11:11:52;13/11/2025 11:32:34;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;3;Manhã;Varrição manual de vias e logradouros públicos;6;Rua Massinet Sorcinelli, 16 - Parque Anhembi, São Paulo - SP, 02009-020, Brasil;-23.517015787898394,-46.63465896890014;Matheus Norberto Portela
14844;14370;Regularizado;13/11/2025 11:12:07;13/11/2025 11:12:02;13/11/2025 11:26:55;Vicente Malanga;Santana/Tucuruvi;Santana/Tucuruvi;3;Manhã;Equipe de Mutirão de Zeladoria de Vias e Logradouros Públicos;12;R. Mal. Leitão de Carvalho, 270 - Parque Anhembi, São Paulo - SP, 02009-010, Brasil;-23.5159512674705,-46.63401781739271;Matheus Norberto Portela
